host_id,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability
18159226,52.37362,4.96575,95,2,4,0.85,1,0
20051404,52.36513,4.93672,125,1,4,0.85,1,0
223126034,52.41018,4.90384,275,2,5,0.85,1,1
210292640,52.32302,4.97733,280,2,5,0.85,1,103
17957337,52.3802,4.86156,65,2,6,0.85,1,0
188319967,52.36476,4.88539,150,2,6,0.85,1,3
203731852,52.37443,4.87056,180,2,6,0.85,15,291
205419221,52.37544,4.84687,120,3,7,0.85,1,0
50892346,52.36406,4.93399,110,2,7,0.85,6,0
141529065,52.33977,4.92127,95,2,8,0.85,1,0
87202969,52.34832,4.85857,129,2,8,0.85,1,0
86862264,52.37979,4.85789,175,2,8,0.85,1,39
42286632,52.34864,4.88873,130,2,8,0.85,1,95
12188983,52.36474,4.94282,100,2,10,0.85,1,3
181957507,52.37662,4.87847,125,2,11,0.85,1,0
17542367,52.35679,4.90175,160,2,12,0.85,1,0
175483960,52.41055,4.90129,250,3,12,0.85,2,95
154779693,52.38223,4.85844,88,2,14,0.85,1,0
162633042,52.36326,4.83944,95,3,14,0.85,1,19
19952038,52.35635,4.99782,150,2,14,0.85,2,0
106267213,52.35137,4.90284,245,3,15,0.85,1,65
156648425,52.38453,4.90723,450,4,15,0.85,1,70
83973097,52.38769,4.91729,90,1,16,0.85,1,0
44861824,52.37086,4.87064,120,2,16,0.85,1,0
127178193,52.35694,4.90311,240,4,17,0.85,1,0
142832402,52.37594,4.87506,175,2,18,0.85,1,0
36264507,52.36906,4.86397,300,2,18,0.85,1,4
3761306,52.39082,4.87751,145,3,18,0.85,1,6
107745142,52.36577,4.94359,159,2,18,0.85,29,14
35404958,52.36479,4.86112,145,2,19,0.85,1,0
6733676,52.38147,4.87313,137,2,19,0.85,1,0
29371657,52.37254,4.87311,135,2,20,0.85,1,0
129858996,52.35312,5.00852,100,2,20,0.85,1,0
34304516,52.36315,4.86491,100,4,20,0.85,1,0
14459198,52.3595,4.89648,175,3,20,0.85,1,39
69471426,52.36176,4.86297,155,4,20,0.85,1,159
127938,52.39145,4.90714,140,1,21,0.85,2,71
35723777,52.35503,4.84748,102,3,22,0.85,1,0
41788459,52.36296,4.9075,175,1,22,0.85,1,0
118963708,52.36505,4.85249,70,2,22,0.85,1,0
120516348,52.36596,4.86801,110,2,22,0.85,1,0
14396756,52.36714,4.88194,225,2,22,0.85,1,224
44168250,52.3659,4.8954,107,3,22,0.85,18,309
70498008,52.37811,4.8925,200,4,23,0.85,1,2
74508186,52.35668,4.88853,145,2,25,0.85,1,0
3409826,52.37872,4.87385,300,2,26,0.85,4,171
84733931,52.38496,4.85996,93,2,28,0.85,1,0
13329057,52.35035,4.89537,165,3,28,0.85,2,0
14189174,52.37579,4.87084,172,2,31,0.85,1,0
62896590,52.36103,4.89538,105,3,31,0.85,1,11
54854171,52.37159,4.84699,125,2,32,0.85,1,0
39960021,52.37345,4.843,40,1,33,0.85,1,0
2794984,52.36792,4.88696,218,4,33,0.85,1,243
13934198,52.37769,4.85189,104,1,35,0.85,1,65
20142861,52.33887,4.91956,100,3,36,0.85,1,0
693472,52.37792,4.873,130,3,38,0.85,1,0
30344404,52.36804,4.87905,150,5,42,0.85,1,0
12044630,52.38504,4.8751,90,6,45,0.85,1,0
2079597,52.35218,4.88845,100,3,45,0.85,1,0
7928859,52.37924,4.88941,155,3,48,0.85,1,0
6465229,52.35821,4.89756,199,3,48,0.85,1,0
15667281,52.35974,4.85667,189,3,51,0.85,1,0
311067,52.35728,4.88894,72,3,52,0.85,2,0
10100106,52.38522,4.87085,106,4,55,0.85,1,5
711896,52.30676,4.97829,60,1,58,0.85,3,163
6480197,52.36141,4.93822,140,3,61,0.85,1,185
3536831,52.38064,4.87247,90,7,66,0.85,1,0
3917644,52.37751,4.88801,249,2,66,0.85,1,0
3547465,52.37529,4.94306,337,3,66,0.85,2,125
89273051,52.37763,4.89116,350,3,3,0.84,4,253
84322484,52.36762,4.87374,150,7,4,0.84,2,248
6935573,52.35934,4.94141,69,4,7,0.84,1,0
207546297,52.36267,4.92682,500,4,7,0.84,1,16
38209571,52.38902,4.88279,165,2,8,0.84,1,0
28755769,52.36714,4.86285,160,3,8,0.84,1,0
14303946,52.35318,4.99606,100,3,8,0.84,2,35
6717871,52.37447,4.89344,225,3,10,0.84,1,0
4404439,52.36064,4.85535,120,3,10,0.84,1,1
136429669,52.37977,4.86904,150,2,11,0.84,1,3
125830423,52.36233,4.90426,102,2,11,0.84,1,14
101463157,52.39458,4.91735,70,3,13,0.84,1,123
2911119,52.38011,4.97121,80,1,13,0.84,1,202
187728,52.36211,4.8943,249,3,15,0.84,3,14
4977396,52.37517,4.87246,375,3,15,0.84,5,112
9298367,52.35544,4.91619,125,2,16,0.84,1,62
69490532,52.38355,4.873,125,4,17,0.84,1,0
87345151,52.34118,4.91856,79,2,18,0.84,1,0
9476836,52.37171,4.90153,370,3,18,0.84,1,20
35542392,52.35191,4.90174,139,2,19,0.84,1,0
123279093,52.3825,4.83546,85,2,21,0.84,1,0
14829633,52.33931,4.91849,200,3,21,0.84,1,3
20008480,52.37093,4.94212,180,2,24,0.84,1,4
23256355,52.36736,4.86566,200,2,25,0.84,1,4
29616074,52.36075,4.89297,200,2,26,0.84,1,48
99025407,52.3914,4.95107,130,2,26,0.84,1,57
92036157,52.3198,4.98204,98,3,27,0.84,1,0
7816559,52.36333,4.9399,150,2,27,0.84,1,82
7523910,52.39506,4.9053,169,3,27,0.84,1,131
41892895,52.3176,4.97137,46,2,28,0.84,1,0
4645670,52.38964,4.87958,130,4,28,0.84,1,0
16082026,52.36449,4.86758,135,6,28,0.84,1,1
86235665,52.37852,4.8816,185,1,28,0.84,1,10
4260264,52.35351,4.82832,60,3,28,0.84,2,0
72040780,52.36435,4.88966,130,2,28,0.84,5,113
50739144,52.34429,4.86214,140,2,29,0.84,1,0
73335052,52.35204,4.88875,160,2,29,0.84,1,0
6651424,52.35847,4.93384,160,2,29,0.84,1,0
46353407,52.37017,4.90677,99,2,29,0.84,1,0
53005025,52.34718,4.89456,299,4,31,0.84,2,238
1464510,52.36006,4.93243,62,2,32,0.84,106,10
1477248,52.37952,4.88429,88,7,34,0.84,8,172
892550,52.36977,4.91711,169,4,37,0.84,2,12
13994123,52.36543,4.8734,100,3,38,0.84,1,0
2699033,52.37234,4.86229,230,1,39,0.84,1,1
27534987,52.37702,4.85941,132,2,43,0.84,1,0
20819027,52.36019,4.90465,135,3,47,0.84,1,0
1400952,52.36571,4.86712,300,2,47,0.84,1,220
8305721,52.34325,4.92591,167,3,51,0.84,1,188
13527034,52.35365,4.89967,145,2,52,0.84,1,0
3678216,52.38688,4.88489,225,3,58,0.84,1,346
4139948,52.36671,4.88363,88,3,62,0.84,1,125
3357851,52.39389,4.87898,80,3,65,0.84,6,182
3899684,52.36958,4.94089,125,3,1,0.83,8,187
26467047,52.40543,4.90945,125,1,2,0.83,1,5
5022420,52.40166,4.91029,125,2,2,0.83,1,16
5653882,52.36772,4.86788,190,3,2,0.83,1,125
227098296,52.37795,4.84719,140,3,4,0.83,1,8
79666655,52.3582,4.87834,800,2,7,0.83,1,160
5783158,52.35516,4.88184,185,2,8,0.83,1,0
6533856,52.36236,4.92686,100,6,8,0.83,1,0
5206519,52.35486,4.9161,145,3,8,0.83,1,0
189173610,52.36427,4.88202,150,3,9,0.83,1,0
194250321,52.34954,4.91247,165,3,9,0.83,1,0
176397431,52.3797,4.87475,295,1,9,0.83,2,6
107745142,52.37074,4.93236,79,2,9,0.83,29,19
129284914,52.39184,4.9372,99,3,11,0.83,1,4
78132215,52.37065,4.92183,150,3,11,0.83,1,5
11892112,52.35838,4.93374,245,4,11,0.83,1,12
166965942,52.35687,5.00251,350,2,11,0.83,1,24
48002992,52.36261,4.80698,135,2,11,0.83,2,88
87177320,52.35127,4.88855,155,1,12,0.83,1,0
46691672,52.37357,4.90256,300,3,12,0.83,11,8
27939180,52.37202,4.89814,130,4,13,0.83,1,0
33639616,52.36878,4.92162,170,3,13,0.83,1,66
8949247,52.35238,4.90184,150,3,15,0.83,1,0
8091696,52.36111,4.93846,156,2,16,0.83,1,5
25503705,52.35402,4.92176,108,2,17,0.83,1,0
5769626,52.34364,4.92512,125,5,18,0.83,1,29
38268194,52.36711,4.87364,150,4,18,0.83,1,258
39108038,52.37331,4.87172,249,3,18,0.83,5,0
18149847,52.36385,4.85694,80,4,19,0.83,1,0
62678360,52.35389,4.88795,145,4,19,0.83,1,273
49537040,52.36351,4.92663,109,2,20,0.83,1,0
65712770,52.35257,4.84979,125,2,20,0.83,1,3
24851510,52.38456,4.88639,195,2,21,0.83,1,7
117757096,52.35316,4.91367,105,2,22,0.83,1,0
7447336,52.37883,4.88774,380,4,22,0.83,1,0
35696891,52.3984,4.91807,120,3,22,0.83,1,6
66412868,52.36925,4.87962,150,3,23,0.83,1,0
111539131,52.3657,4.93435,79,1,23,0.83,1,0
35774831,52.35045,4.84819,100,2,26,0.83,1,8
7233992,52.3442,4.86119,129,1,26,0.83,1,340
83715071,52.38126,4.88956,84,2,28,0.83,3,211
28144467,52.35698,4.89758,230,2,29,0.83,1,0
64741070,52.37365,4.90344,160,2,31,0.83,1,0
58905282,52.34454,4.89643,325,4,31,0.83,1,81
51312033,52.40344,4.91735,60,3,33,0.83,1,0
12977654,52.36786,4.8802,180,2,37,0.83,1,0
16076539,52.38507,4.85742,97,2,37,0.83,1,125
960786,52.36971,4.85918,210,3,38,0.83,1,6
4781137,52.4038,4.90115,70,2,39,0.83,3,251
24283793,52.36119,4.87223,225,5,41,0.83,1,0
29375101,52.37313,4.88095,130,10,41,0.83,1,0
4164603,52.38775,4.87945,130,3,41,0.83,1,9
3356377,52.36558,4.90232,350,2,43,0.83,1,0
9329996,52.35338,4.88792,250,2,44,0.83,1,3
4715209,52.37559,4.86736,155,21,45,0.83,1,0
16937413,52.36118,4.86671,150,2,48,0.83,1,37
11300670,52.38863,4.87854,210,3,51,0.83,1,0
11353171,52.37699,4.8935,399,3,53,0.83,1,296
1784454,52.38129,4.8724,127,1,56,0.83,2,0
1817606,52.37586,4.87116,199,2,57,0.83,1,13
45579885,52.35561,4.89958,225,2,2,0.82,1,0
11657194,52.39477,4.93901,60,30,2,0.82,1,71
3632839,52.38409,4.84948,125,2,5,0.82,1,0
25593019,52.35963,4.92586,200,2,5,0.82,1,0
218720519,52.3626,4.85755,140,2,5,0.82,1,5
9904162,52.32802,4.86209,250,2,5,0.82,1,12
220775591,52.37057,4.92976,139,2,5,0.82,1,12
14183886,52.36791,4.87099,150,3,6,0.82,29,0
202912518,52.36243,4.92786,110,2,7,0.82,1,12
107745142,52.35667,4.91837,79,2,7,0.82,29,6
23136163,52.3564,4.8911,175,2,8,0.82,1,0
162245594,52.37605,4.87221,100,2,8,0.82,1,0
191661292,52.37895,4.85185,120,2,9,0.82,1,0
26990041,52.37325,4.86193,151,2,9,0.82,2,0
65859990,52.3595,4.86155,90,2,9,0.82,202,0
132985062,52.37262,4.87652,190,3,10,0.82,1,0
15960925,52.37585,4.84952,60,2,10,0.82,1,0
186614948,52.35552,4.87693,180,1,10,0.82,1,0
15964538,52.37386,4.86174,93,5,10,0.82,1,0
8546154,52.39276,4.93025,125,2,10,0.82,1,1
12781730,52.34803,4.9055,250,3,10,0.82,1,22
128237865,52.34634,4.90053,200,3,10,0.82,2,4
173635507,52.37061,4.8913,79,2,10,0.82,2,194
2865882,52.35381,4.92883,175,2,11,0.82,1,0
107745142,52.35567,4.91318,79,1,11,0.82,29,31
3386167,52.37541,4.87969,120,3,12,0.82,1,213
160572315,52.35594,4.88765,80,3,14,0.82,1,0
77677880,52.36311,4.89601,180,2,15,0.82,1,0
7085368,52.36422,4.85221,149,3,17,0.82,2,125
5999490,52.35494,4.93514,300,3,18,0.82,1,0
23296415,52.35256,4.85225,211,3,18,0.82,1,10
115530776,52.38506,4.87855,225,2,18,0.82,1,21
35545679,52.35182,4.85043,250,4,18,0.82,1,26
123533726,52.35617,4.90135,230,2,20,0.82,1,0
8011865,52.36683,4.8748,95,2,20,0.82,1,2
114474779,52.36846,4.91124,125,3,20,0.82,1,95
417377,52.35555,4.91352,200,2,24,0.82,1,0
22436214,52.38432,4.87467,125,3,25,0.82,1,362
96320057,52.36201,4.89091,120,2,26,0.82,1,0
4246911,52.38113,4.8846,160,2,26,0.82,1,150
46297255,52.34439,4.862,130,2,28,0.82,1,29
14182906,52.35649,4.89973,110,2,28,0.82,2,0
60914837,52.36164,4.86583,100,3,30,0.82,1,9
68641001,52.37558,4.88848,160,2,30,0.82,1,93
17689089,52.359,4.9901,140,2,30,0.82,2,0
62306884,52.37231,4.84255,41,2,31,0.82,1,0
2061507,52.35084,4.88833,250,2,31,0.82,1,6
191980,52.38368,4.88393,148,4,31,0.82,1,30
10844398,52.35581,4.90719,250,3,31,0.82,1,126
13270719,52.40605,4.9004,118,1,32,0.82,1,128
27116014,52.36464,4.86699,160,2,37,0.82,1,0
12697281,52.34419,4.81032,88,1,39,0.82,1,0
20355773,52.37324,4.88596,199,2,41,0.82,4,0
25527957,52.35113,4.9002,250,2,42,0.82,1,125
3556952,52.38071,4.87513,65,1,42,0.82,2,0
22140540,52.38021,4.86865,100,2,45,0.82,1,0
21377009,52.36452,4.86368,125,5,46,0.82,1,0
16804508,52.34657,5.00187,250,2,46,0.82,1,278
6861784,52.35304,4.9008,179,5,47,0.82,1,19
16368447,52.38113,4.88455,250,2,47,0.82,1,125
2411384,52.36154,4.88591,170,2,47,0.82,1,257
14510587,52.37909,4.89729,159,3,50,0.82,1,94
4659585,52.36609,4.91064,695,2,51,0.82,1,176
6750660,52.35357,4.93053,139,6,57,0.82,2,299
1023895,52.36684,4.87676,100,3,60,0.82,1,0
1570754,52.39992,4.92,135,2,61,0.82,1,334
2922757,52.37986,4.84874,135,6,66,0.82,1,11
22701985,52.36476,4.87323,150,2,1,0.81,1,0
33945632,52.36216,4.85138,100,7,1,0.81,1,9
152157538,52.35565,4.89906,125,2,1,0.81,1,32
22542492,52.37182,4.8814,160,2,1,0.81,1,43
36380354,52.38973,4.87962,10,2,1,0.81,1,69
252138263,52.34639,4.84353,50,1,1,0.81,3,26
113977564,52.38024,4.84783,79,2,1,0.81,42,5
1464510,52.37773,4.87492,188,2,1,0.81,106,7
17190786,52.35731,4.87695,350,2,2,0.81,1,29
218582446,52.36911,4.92395,145,1,2,0.81,6,353
27627337,52.36843,4.87456,300,2,4,0.81,1,0
6604777,52.35612,4.8982,125,2,4,0.81,1,0
6224511,52.36798,4.87596,600,1,4,0.81,1,48
58139482,52.38224,4.9164,100,1,4,0.81,1,126
10506174,52.36768,4.92407,95,1,4,0.81,4,0
14482491,52.37365,4.85668,298,4,5,0.81,3,364
7112490,52.36137,4.90476,150,3,6,0.81,1,3
11318239,52.36544,4.9344,120,3,9,0.81,1,0
129361430,52.36818,4.85016,92,2,10,0.81,1,25
7924,52.37988,4.88962,135,5,10,0.81,1,44
9159384,52.36818,4.8566,127,4,11,0.81,1,28
40053308,52.37569,4.86215,175,3,15,0.81,1,2
29724843,52.35058,4.90269,120,3,15,0.81,1,4
77484,52.35724,4.88892,90,2,15,0.81,8,0
9435259,52.34427,4.86308,350,2,15,0.81,8,94
127723764,52.38037,4.87844,175,2,16,0.81,1,0
39861071,52.36152,4.8905,110,2,16,0.81,1,0
90293855,52.37535,4.87464,130,4,16,0.81,1,74
10430024,52.38353,4.87115,175,4,17,0.81,1,0
3683684,52.35878,4.92052,185,6,17,0.81,1,1
141266267,52.36269,4.86277,100,5,17,0.81,1,3
7818764,52.34523,4.95064,330,3,17,0.81,1,38
133053309,52.37036,4.87126,300,2,18,0.81,1,0
23158732,52.36968,4.85197,80,3,18,0.81,1,0
16560270,52.38991,4.88443,145,2,18,0.81,1,6
130234233,52.34904,4.83043,130,3,19,0.81,1,0
27434096,52.36777,4.86522,55,5,19,0.81,1,0
5774667,52.38096,4.87673,130,3,19,0.81,1,14
56107337,52.3636,4.94278,50,3,19,0.81,2,1
59354929,52.34186,4.91122,135,2,20,0.81,1,5
16044025,52.37726,4.86175,149,2,20,0.81,1,5
21953006,52.35904,4.85761,150,3,21,0.81,1,11
58147299,52.38367,4.84997,110,2,24,0.81,1,1
18100158,52.36613,4.87577,189,3,25,0.81,1,22
90582651,52.37983,4.8427,120,2,26,0.81,1,0
3309322,52.38395,4.86798,329,2,28,0.81,1,0
81698546,52.36489,4.9208,90,2,28,0.81,1,0
80462092,52.36987,4.8865,201,1,28,0.81,3,155
39424309,52.35306,4.89067,500,3,29,0.81,1,0
2914515,52.37715,4.83897,95,2,30,0.81,1,0
4579810,52.38786,4.87978,185,2,30,0.81,1,7
40055552,52.33938,4.91968,70,1,30,0.81,1,10
64206728,52.35848,4.8588,189,2,30,0.81,1,347
54519450,52.38119,4.83456,48,5,30,0.81,2,31
1464510,52.36225,4.927,162,2,33,0.81,106,4
8116206,52.37959,4.88577,100,1,34,0.81,1,0
7594884,52.36633,4.86593,99,2,34,0.81,23,0
13802470,52.36736,4.86512,100,3,35,0.81,1,2
44248198,52.36847,4.87452,105,6,35,0.81,1,4
25227386,52.37363,4.88099,180,4,36,0.81,1,0
35784417,52.34855,4.88987,150,5,36,0.81,1,1
6350920,52.3838,4.87315,100,4,36,0.81,1,116
20249049,52.34115,4.89522,340,2,36,0.81,1,349
6192245,52.3771,4.9424,220,2,37,0.81,2,0
19854082,52.37068,4.87277,118,2,38,0.81,1,0
12859334,52.37612,4.88403,150,3,38,0.81,1,2
34167670,52.36913,4.91145,210,2,38,0.81,1,11
10507416,52.40855,4.90186,115,3,39,0.81,1,19
8236804,52.40831,4.90483,95,3,39,0.81,2,0
15917368,52.32474,4.94681,39,1,40,0.81,2,0
24936354,52.38665,4.85389,175,4,41,0.81,1,363
25304400,52.35598,4.89334,350,2,42,0.81,1,0
23602706,52.36637,4.8646,125,2,42,0.81,1,0
23556233,52.3644,4.86554,125,4,43,0.81,1,7
6558000,52.35306,4.87587,425,3,43,0.81,1,154
8705314,52.36571,4.87617,115,2,44,0.81,2,0
21533878,52.34897,4.91342,140,1,45,0.81,1,25
19686413,52.35623,4.90718,125,4,45,0.81,1,94
11121581,52.3828,4.85041,112,2,45,0.81,1,125
19227354,52.37298,4.88198,400,2,45,0.81,1,138
9225306,52.35446,4.84142,129,4,46,0.81,1,0
17461928,52.39159,4.91218,149,4,47,0.81,1,0
10795423,52.35927,4.89156,120,4,50,0.81,1,6
7403349,52.36304,4.93673,135,3,56,0.81,1,0
6711145,52.36124,4.92731,69,3,57,0.81,1,3
4489932,52.38465,4.87262,105,3,58,0.81,1,192
711884,52.37887,4.84544,125,3,59,0.81,1,128
2321097,52.37071,4.88568,125,3,59,0.81,8,122
1818342,52.3663,4.88036,99,4,68,0.81,1,0
2541099,52.35089,4.85352,155,2,68,0.81,1,61
558976,52.36397,4.87651,100,3,79,0.81,1,1
6659143,52.37335,4.84747,80,5,2,0.8,1,0
234341085,52.37542,4.89086,160,1,2,0.8,6,284
151350824,52.3825,4.91683,135,2,5,0.8,1,0
2240352,52.34961,4.87668,449,30,5,0.8,1,334
5244509,52.35027,4.84784,120,1,6,0.8,1,5
217050598,52.37695,4.79814,50,1,6,0.8,2,0
73081474,52.35848,4.93414,112,1,7,0.8,1,0
207704401,52.36222,4.85198,100,2,7,0.8,1,0
11017616,52.35239,4.90678,80,3,8,0.8,1,0
199760121,52.354,4.88447,179,3,8,0.8,1,11
8526120,52.36863,4.87963,650,1,9,0.8,2,3
17076576,52.38836,4.92614,115,3,10,0.8,1,0
38374772,52.3624,4.86232,130,16,10,0.8,1,0
84449589,52.36444,4.92209,79,2,10,0.8,15,20
5968036,52.37077,4.84838,153,2,12,0.8,1,0
107239159,52.38234,4.87123,124,3,13,0.8,1,0
118941436,52.36573,4.87138,150,2,14,0.8,1,0
6975465,52.37828,4.8706,130,3,14,0.8,1,22
99948704,52.38493,4.8768,150,3,14,0.8,1,269
132904218,52.38444,4.85048,41,2,15,0.8,1,0
146337361,52.36133,4.90973,80,2,15,0.8,1,0
13821487,52.37487,4.87338,125,3,15,0.8,1,0
150122232,52.39074,4.92275,40,1,15,0.8,1,0
149528289,52.31585,4.96533,50,2,16,0.8,1,0
42396683,52.37897,4.88153,134,1,16,0.8,2,3
17994945,52.37134,4.8675,95,3,17,0.8,1,1
108275677,52.36879,4.92589,125,2,17,0.8,1,2
122017682,52.3436,4.86188,200,3,18,0.8,1,0
2718002,52.35869,4.85989,98,4,18,0.8,2,3
27087857,52.35118,4.88668,207,2,20,0.8,1,0
38952226,52.34419,4.86626,215,4,20,0.8,1,86
119171642,52.37964,4.88441,137,3,21,0.8,1,3
56476853,52.37992,4.87661,95,3,24,0.8,1,0
94917361,52.3583,4.92247,109,2,25,0.8,1,9
88135613,52.37857,4.85412,130,5,25,0.8,1,119
6872180,52.35434,4.88855,150,2,26,0.8,1,0
85348051,52.36324,4.88446,120,1,26,0.8,1,0
86037040,52.35561,4.9095,175,2,26,0.8,1,0
62127910,52.36927,4.92885,130,7,26,0.8,1,7
89333274,52.35722,4.92672,89,5,26,0.8,1,186
7584368,52.35549,4.87168,420,3,27,0.8,1,17
11792975,52.36226,4.8998,150,3,28,0.8,1,21
11391157,52.36925,4.85994,120,1,28,0.8,1,134
21994958,52.37523,4.84564,90,2,29,0.8,1,5
2826715,52.36615,4.88391,250,3,29,0.8,1,200
11832094,52.36823,4.86558,105,3,31,0.8,1,221
3233074,52.37199,4.902,250,7,31,0.8,2,313
7662152,52.39049,4.88464,149,2,34,0.8,1,0
6617640,52.37681,4.90522,325,4,34,0.8,3,87
5006429,52.36251,4.9446,100,1,36,0.8,1,0
37904683,52.37035,4.91621,100,2,36,0.8,1,0
10969514,52.35213,4.85262,250,1,36,0.8,1,0
41614333,52.37415,4.87641,350,2,36,0.8,1,51
26577733,52.35785,4.88802,129,3,37,0.8,1,0
3996057,52.36355,4.92797,195,2,37,0.8,1,30
6019841,52.36652,4.90702,379,4,37,0.8,2,26
6471185,52.30552,5.01698,150,2,39,0.8,1,6
28626100,52.38257,4.87565,125,2,40,0.8,1,0
20251646,52.35349,4.85043,199,1,45,0.8,1,128
17992415,52.38897,4.87962,285,1,46,0.8,1,63
15209448,52.36945,4.88924,295,3,48,0.8,1,0
10426849,52.37723,4.87354,89,2,52,0.8,1,0
3877342,52.37932,4.86873,119,1,54,0.8,3,124
7220997,52.38286,4.91525,150,3,56,0.8,1,10
6299692,52.34394,4.91055,110,2,56,0.8,1,208
4074819,52.36993,4.8689,111,3,58,0.8,1,0
5062046,52.36246,4.86411,175,3,59,0.8,1,10
76104209,52.37833,4.88531,550,7,1,0.79,81,283
238876749,52.35947,4.78414,55,2,2,0.79,1,0
30211785,52.36078,4.8411,120,2,2,0.79,2,0
235010408,52.35956,4.78475,50,2,3,0.79,1,0
218899632,52.38961,4.8781,109,2,4,0.79,1,0
11175717,52.37402,4.89028,190,3,5,0.79,1,0
220588814,52.37084,4.90038,250,2,5,0.79,1,0
214855796,52.35298,4.86798,550,3,5,0.79,1,60
52243471,52.37414,4.87394,147,2,8,0.79,1,0
35048154,52.3894,4.88241,120,3,8,0.79,1,3
10635100,52.36982,4.94337,135,2,8,0.79,1,291
182438349,52.3572,4.89078,350,1,10,0.79,1,0
2803397,52.37389,4.87723,230,4,10,0.79,1,131
7830071,52.37331,4.85811,130,3,13,0.79,1,0
11654939,52.37399,4.86106,140,4,13,0.79,1,8
20843176,52.37209,4.87729,225,1,13,0.79,1,140
1464510,52.37713,4.84896,150,3,13,0.79,106,23
18101873,52.36995,4.85887,100,2,14,0.79,1,0
2102257,52.36817,4.8797,290,3,14,0.79,1,46
17229602,52.34818,4.84922,110,3,16,0.79,1,0
60025652,52.35346,4.88926,84,3,17,0.79,1,0
138849006,52.36733,4.85582,175,2,17,0.79,1,0
4830630,52.37316,4.92263,170,3,19,0.79,1,0
113977564,52.36357,4.85788,79,2,19,0.79,42,0
124277429,52.37653,4.88133,146,1,20,0.79,1,0
8682840,52.35413,4.89921,145,3,20,0.79,1,5
3040748,52.40694,4.99159,79,2,20,0.79,10,181
7594884,52.36462,4.87766,229,3,20,0.79,23,0
13448536,52.37241,4.90692,130,2,21,0.79,1,0
27093575,52.3572,4.91749,125,3,22,0.79,1,0
72540522,52.35189,4.89525,200,2,23,0.79,1,279
8916868,52.37976,4.84563,160,2,23,0.79,1,307
13659453,52.38545,4.8712,66,3,23,0.79,2,0
16037551,52.38877,4.88016,70,1,24,0.79,1,0
9025314,52.40796,4.89689,79,2,24,0.79,1,163
86563211,52.33249,4.87133,90,3,25,0.79,1,0
56039944,52.36287,4.93465,199,2,25,0.79,1,1
38218566,52.3778,4.85619,115,1,25,0.79,1,304
32614718,52.37191,4.871,135,5,26,0.79,1,0
79386151,52.3681,4.90118,135,2,26,0.79,2,0
29315765,52.3447,4.92407,79,5,27,0.79,1,8
7063218,52.36951,4.85264,169,3,27,0.79,1,10
45194167,52.38117,4.87468,120,2,27,0.79,1,17
4631902,52.38199,4.8771,99,4,29,0.79,1,6
10567920,52.3669,4.85322,140,3,30,0.79,1,31
4903063,52.37372,4.88082,350,3,30,0.79,1,94
51582943,52.35279,4.89216,95,2,31,0.79,1,34
1464510,52.37949,4.87684,140,3,31,0.79,106,0
5023084,52.35558,4.90917,143,3,32,0.79,1,0
50532140,52.36526,4.98551,135,2,32,0.79,1,0
1464510,52.36981,4.92732,144,3,32,0.79,106,7
48397260,52.35659,4.89689,175,4,33,0.79,1,0
35889746,52.35661,4.92394,99,2,33,0.79,1,0
219080,52.38428,4.88623,250,4,35,0.79,2,318
7962066,52.35582,4.92584,95,2,36,0.79,1,1
10726948,52.3495,4.90843,95,1,36,0.79,3,327
22566804,52.38712,4.88024,139,3,38,0.79,1,9
7664968,52.35958,4.91097,150,4,40,0.79,1,0
28006692,52.3571,4.91514,130,2,40,0.79,1,19
1016298,52.37819,4.85087,145,2,43,0.79,1,203
18450996,52.35079,4.84938,99,2,46,0.79,1,0
15183505,52.37503,4.89179,300,3,47,0.79,1,125
3573065,52.35581,4.88931,199,5,56,0.79,1,134
4817958,52.36975,4.85535,129,2,58,0.79,1,0
2866447,52.37441,4.88068,120,3,59,0.79,1,0
708138,52.36753,4.86825,150,2,61,0.79,1,125
1406783,52.38557,4.90137,87,30,64,0.79,1,335
459028,52.36488,4.8511,100,3,76,0.79,5,317
16275176,52.3555,4.93779,110,2,3,0.78,1,7
191369855,52.3531,4.89083,125,3,6,0.78,1,0
55136118,52.37345,4.89603,350,2,6,0.78,1,27
8485124,52.3718,4.84958,185,2,6,0.78,1,45
190897,52.35946,4.8962,210,2,6,0.78,1,51
87232993,52.34517,4.88731,275,3,6,0.78,1,349
84449589,52.35772,4.90278,159,2,6,0.78,15,0
65859990,52.35753,4.85844,235,2,6,0.78,202,2
205680162,52.36054,4.8935,200,1,7,0.78,1,364
29098417,52.37185,4.84956,100,2,7,0.78,2,13
913437,52.36931,4.9201,225,3,7,0.78,4,2
192253158,52.36118,4.90757,300,2,8,0.78,1,0
38829241,52.3827,4.88593,600,1,8,0.78,1,0
136350942,52.35468,4.90185,120,3,10,0.78,1,0
7548680,52.38424,4.8686,79,3,10,0.78,1,7
170763086,52.38174,4.86879,99,2,11,0.78,1,2
18159489,52.3765,4.85157,90,2,11,0.78,1,36
4916341,52.37107,4.91144,150,4,13,0.78,1,0
101111728,52.39261,4.9281,80,2,13,0.78,1,3
14574791,52.35917,4.93547,175,4,13,0.78,1,156
7335181,52.34627,4.85696,99,2,14,0.78,1,1
65859990,52.38147,4.86807,99,2,14,0.78,202,10
55788542,52.3622,4.93524,150,2,17,0.78,1,0
42136465,52.36798,4.87612,110,2,17,0.78,1,0
